userName,score,content
evy loli,4,okay we tv mahh...kapan ya kira kira Joy of life 2 tayang di sini??? udh nunggu nunggu nich...
Maulana Ishaq,1,ter lalu banyak sponsor satu fidio sponsor ny ad 10
ARYLEYN EL LEXYREAND,2,"Bagus sebenarnya, tapi subtitle tidak permanen saat di download. Saya hanya kasih 2 bintang."
Elmi Fauziani,1,"Nonton berasa nonton di apk ilegal. Buruk banget buat apk berbayar. Padahal udah langganan, tapi jelek banget. Mana sering suaranya sama gerakannya nggak sinkron. Udah gitu kalo nonton di hp, apknya bikin lemot. Di tv juga sama, kadang juga lemot. Bener² apk yg menguji kesabaran. Udah langganan VIP tapi masih jelek. Diperbaiki lagi tolong"
Choirul Afan,1,Gak bisa daftar we tv nya
Rassrianti Rasid,1,"Aplikasi merugikan. Nonton aja harus VIP. Sementara kita sudah menggunakan koata kita pake nonton, aplikasi cari untung"
Bahrul Mukhid,5,Ok
Yosua,1,"Ini pengaruh update atau apa setiap nonton tiba"" keluar sendiri gak enak banget nonton kalau gini"
Wafi Wafi,1,"kebanyakan ngelag,,"
arul 81,3,Untuk buka aplikasi nya saja berat
Faika Virzania,3,"Kenapa skrg sering eror, knp sering ngeblank tiba2. Tlg d perbaiki!"
siti nurazizah official,3,Mohon bantuannya ngga bisa uninstal ...padahal mau di instal ulang lagi🥲
Abdul Muis,5,Bagus
putra pratama97,1,Kenapa sub Indonesianya gak keluar untuk kedepannya mohon di perbaiki
komaranur hadi,4,Vilem bagus bagus. Namun harganya kurang terjangkau untuk yang berbayar 😁
EVANGELINE A.K. Mcdowell,1,verif sulit
Dedi Rita,2,Wetv sekarang subtitle nya mulai ngebag kadang ga ada subtitle padahal udah di aktifkan tetep aja ilang tolong lah di perbaiki jadi ga enak nonton kalo ga ada subtitle nya.
Siti Ratna,1,Wetv kenapa gak bisa di buka ya ? Ketika dibuka yg muncul dilayar hanya layar putih
isda nurmi,5,Suka nonton film disini 🥰🥰😘😘
Strawberry Rainbow,1,Anj bgt iklannya baru 5 detik play sudah 8x iklan. Kimbek
xiomi 6aa,3,kykmna cara pembayaran vipnya
Tokusatsu Sentai,3,Setiap mau langganan selalu gagal pake elor mulu tolong solusiny
Helawati,5,Rada mahal langgannya dibanding apl sebelah 🙈 turunin dong biar bisa terus langgann hihihi
Sarifudin Sarif,5,Bagus
UJANG kejeng,1,"iklannya gila lah buanyaaaaaak sekali,ga ada iklan hrus beli bintang nya satu aj,kalo iklan nya ya satu la bintang saya kasih lima."
Mulyadi Adl,4,Sangat baik
BSL INDONESIA,2,Gagal terus nih saat pembayaran
Andreaz Paul,3,Bagus
Ratna Dewi,1,Udah daftar vip saldo udh kepotong tp episode'y tetep gbs kebuka. Aplikasi penipu
HanSanSunghoon SanaJinYeji,5,bagus
Sinta Rima,5,Min di wetv ada Kyuurangernya gk?
melia karo sekali,1,Nice apk 😮‍💨
dodi anggoro,2,Sekarang sub tittlenya yang Indonesia gak muncul udah aku klik sub tittle Indonesia nya tapi gak muncul udah vip padahal
Supri adi,5,Belakangan ini subtitle Indonesia nya suka hilang jadi gak nyaman saat nonton kalau gak ada subtitle nya tolong diperbaiki
Kakashi1213 Shi,1,"Udah sejak 3 tahun yg lalu, ternyata wetv masih punya masalah yg sama ya, klo mau nonton di tv, pasti subnya kecepetan. Udah bayar vip tpi ngerasa rugi karena gak bisa nonton serial china dan korea premium di tv karena kendala subtittle yg gak sinkron. Burik!"
Muhammad Arif,1,Iklan terlalu Banyak dan terlalu lama.
Dedi Setiawan,5,Suka
Hasrianti Yanti,1,"agak laen, knp sih setiap selesai download malah loading mulu? Why?? Wetv semenjak ter update jelek bgt"
Jaya Vinovares,5,"makin maju,kedepan nya"
Julian Stilman Metekohy,5,Like
NW Channel,1,"Aplikasi sangat tidak jelas,kode otp yang di kirim ke nomor hp tidak muncul dan selalu gagal,verification "" select in order "" sudah benar tapi selalu gagal,parah"
Mila Handayani,5,Pengalaman nonton tapi banya vip nya
Excino Oo,5,Tambahin Drakornya dong min
medy kele,4,"min, server wetv down, cepat fix kan !!!!!"
Xborg Coid,5,"Tontonan seru apa pAgi ada Dragon ball Aduh nostalgia bgt deh ,tank's ya"
Julian Kanata,1,"Jelek anjir, nyesel gw berlangganan VIP, mana subtitle nya berantakan, di percepat subtitle berantakan. Bisa gak sih yg bikin Apps nya itu bener? Klo t*l*l pecat aje cari yg laen"
Mhd Zulkipli Butarbutar,5,Good
Peri Peri,1,"Bayak iklan, gak bisa di skip lagi hadehh. Mending apk sebelah"
Husein simamora,5,Suka banget sama drama2 nya. Sumpah gak bakal nyesel download apk ini
emen juliarso,3,Coba dulu
Al Al,2,"Kecewa banget dengan performa aplikasinya, sering banget ada bug kaya subtitle yang ngga muncul dan kadang telat dari voice, aplikasinya kadang lemot, konsumsi sinyal juga berat banget, kenyang sama iklan dan banyak lagi. Tolong perbaiki lah saya biasa join VIP jadi males pake aplikasi ini mending aplikasi sebelah."
Liyana Zahirah,1,Suka sih TPI masa sih film yg dulu nya gratis jdi VIP rugi dong klo begitu
Arief Kurniawan,5,tiktoklte
meliie gomez,2,"Saya baru memulai,dan masalah di saya dan kurang nyaman,beranda ny horizontal di hp saya,tidak pertikal.saya menggunakan hp redmia9. Dan tidak menemukan tombol seting.🥺 Berharap bisa di perbaiki.🥺"
Dikyy Theaa,5,🤝👍
M.Fikri Nurdiandi,4,mantap kerjasama nya sama telkomsel
Zulfiana Fia,2,Saya daftar vip kok g bsa ya kk..
Biawak darat,1,ketika menonton film sub nya kok suka ilang sendiri
MOHAMAD FENDI,3,"Terjemahan sering ilang ilang, 😪"
Najib Ade,1,"Gimana sih apknya, padahal udah download video kok masih perlu kuota buat nonton sih, buat apa ada setelan download kalau gak bisa di tonton offline, abis abisin memori, buset loding loding lagi, padahal udah di download, pas di hapus penyimpanan memori gak kembali harus hapus data aplikasi.😡"
ikram syah,1,Aplikasi jelek
asrank Buchenk,5,Baik
Andri BP2024,1,"Pemotongan otomatis, sinyal harus kencang baru mau jalan, film kurang lengkap"
Din 019 channel,1,Afk nya si bagus tapi sayang tidak bisa mencari film yang kita suka ...
PT MULTI KARYA KITA,5,Terkadang subtitle Indonesia nya suka ilang kenapa ya
Yogi 99,1,Bntak iklan nya
Diva Cahya Fazira,1,subtitle nya sering ilang sendiri setelah di update
Anissa Rahmawati,5,WETV ITU AKU PAKAI TIDAK ADA MASALAH APA APA JADI BINTANG 5 DEH LOVEE WETVVVV MUACHHH
AbidzarAhmad Abdullah99,5,Bagus
Sobat EVRQ,1,Ora jelass
Dheifag Aryan,1,"mau daftar akun ga muncul"" kode verifikasi nya 😔😔😔"
Herru,5,"Aplikasi ini sangatlah bagus, lengkap dengan drama dan anime aplikasi ini wajib di install"
Redmi 5,5,Aku engga bisa download nya
Muhamad Ikssan,1,Nyesel beli vip beli vip cm buat nonton donghua/anime tapi subtitle nya aneh apalagi ada yg gk dapet season lanjutannya padahal season sebelumnya ada kalo di yg lain udh ada season lanjutannya. trs judul di anime nya gk bisa di ubah jadi yg aslinya? kalo pake bahasa indo jadi susah nyari anime nya
Nurhasanah 78,5,keren 👍😍
Soleh,5,Josss
Sri Handayani,1,awal Download cpt pas ngeinstal nya lama bgt
Muhamad Riski,5,suka
Novelia,2,Terlalu banyak film dewasa
Tahar Muhammad,1,"Aplikasi tolol, udah dibeli vip 1 thn malah hangus"
Farid Ahmad,1,banyak iklan
Bang Pi'i,2,Maaf mau nanyaa..kalo di luar negri mau aktifin paket VIp.caranya gmna ya..soalnya di coba ulang2 ga bisa2..
Tulen Ź,1,Minta kode otp tapi GK dikirim kirim
Ambar Vicky Nurhidayah,1,"Kemarin tanggal 2 Mei saya sudah membayar Vip sebesar Rp49.000, tetapi VIP tidak bisa di gunakan jadi saya melakukan pembayaran ke 2 kalinya sebesar Rp19.000. Jadi total semua nya Rp68. 000(belum pajaknya). Jadi apa uang yg sebelumnya bisa di kembalikan?"
Nita Yuningsih,1,"Kak, maaf aKu Udah 3 x download,,, MAU coba nnton tpi kok gak bisa yah,,, di tunggu bantuan nya, makasih"
Fuliaro Mendrofa,1,Masa apk nya keluar sendiri dan gak bisa masuk lagi
riyatna kasep,5,Filmnya seru
Elsa,5,Lengkap banget felem nyaaa
Kookie Jeon,5,"sudah lama pakai aplikasi ini dan terkadang join VIP,sejauh ini tidak ada masalah update dramanya pun bagus bagus"
Hendy Song,1,udh 1 minggu we tv saya tdk bisa di di gunakan. di klik video nya hanya laoding saja tidak bisa memutar video. tolong kembalikan uang langganan saya kalo tidak niat memperbaguskan aplikasi nya.
Astinadila Adivian Syafira,5,"Bagus banget aplikasinya, temen temen kalau semisal ada keluhan tentang translate atau apapun itu bisa langsung chat IG ajaa disana biasanya kakak adminnya fast respon banget..❤❤❤"
Dedy Syam,5,Ok mantab tolong dong kasih lebih byk .kayak solo leveling
SANDY TIRTANA,5,Nonton enak yaa WeTV lhaa
Hermanto Tannu,5,Ok ok ok
Roney Pujianto,5,Sangat bagus
Siti Rokhmah Rokhmah,5,Bagus
Mustain Tain,3,Bayar vip nya gak bisa pakai dana
Fauzan Azzain,2,Untuk login terlalu ribet
Ciki Gaho,4,Lagi enak enak nya nonton tiba tiba kembali login LG bikin kesel padahal baru berlangganan mohon di perbaiki dong ini aplikasi
Cintia Destrianti,5,BAGUS!!
nur hendra,1,kurang lengkap filmnya hdnya jg belum 4k
Sugun Gunawan,1,Pengin berhenti langganan malas banget saldo shop3 kesedot muli
HENDRAWANSYAH,5,drama China keren
Ahmad Syauqi,1,"Tolong perbaiki sistem terjemahan nya, pas di akhir video translate Indonesia nya selalu bermasalah, yaitu gak mau ter translate"
Andreas Jr,2,"Untuk anime subtitlenya pada ngaco semua 😑😑 Tolong di fix dong, masa sekelas we tv subtitlenya kacau.. Bela²in langganan vip biar ga ribet download² anime, tapi ya itu subtitlenya ngaco parahh..."
Fery Agus Setiawan,1,tidak lengkap
MUDA TUA SIREGAR,5,Sangat bagus
Nurmala Dewi,5,Keren
YONAR BAY,5,👍
Indah Lestasi,5,"ini kenapa yaa di aku VIP nya bayar 44k sedangkan yang lain 20k,cuman aku doang kahh atau kalian jg sama bayar 44k??😀"
Khafidz Khoirullah,1,"Min, gimana caranya daftar VIP? Udah nyoba berkali² Gagal terus"
Gibran Putra,4,"Bagus, tapi kenapa sekarang tidak bisa dibuka lagi, aplikasi tidak menanggapi"
28-Raihan Raditya Pramana,2,Subtitel ngedelay mulu dah benerin lagi!
Keysha Syahira,5,GAME GAK ADA AKHLAK MASA UDAH DI DOWNLOAD TERUS DARI ULANG LAGI BABI EMANG GE PADAHAL UDAH AKU APUS APUSIJLN APK AKU 🐕 ANJIJG
Syahirah Ira,5,Mau tanya bisa ngak di wetv ada video pendek ngga terus seru
Adam Pratama,1,Sumpah bikin marah aja ini apk udah di beli in VIP malah ngeleg padahal hp gua ram 6 lohh
Shin Bee,3,Kenapa tidak bisa daftar
A,4,"banyakin animenya min, saya yakin bakalan rame aplikasinya"
Al Muzaqy,3,"Tolong lah anime2 yang belum selesai cepetan rilis donk...kyak contoh dunia ajaib sama dunia roh 2,itu cepetan rilis lah pengen nonton ini"
Ferry Alansyah,3,"Saya pengguna baru, saya mau beli vip yang harga nya 19k terus saat melakukan pembayaran yang keluar harganya 39k. Saya kecewa saya merasa ditipu"
Juliana channel gitar,1,Gimana sih ini !!! Aku udah abis pulsa 100 lebih Bahkan saldo shopeepay juga ke pake 140 ribu Tapi VIP juga tetap ga bisa padahal pembayaran berhasil Padahal dulu we tv ga se ribet itu untuk ke VIP Kecewa banget ... Cape banget bolak balik sampe saldo abis ternyata tetap ga bisa VIP...
Doraemon 1001,5,👍👍👍👍👍👍👍
SANDRINA CLARA CYNTIA,5,Nonton karena dapet gratisan di telkomsel beli paket
Mahfud Dinata,1,Pwmbayaran sudah di lakukan tapi gaka da perubahan vip
Zoen Slow (kultivator),3,"iklanya gk ngotak, setiap 2 mnit iklan, iklanya sekali muncul 3-5, sudah vip pun masih d selipin iklan, maruk bngt"
Heri sikumbang,1,mau nonton drama Korea drama China premium semua pelit Lo
Lukman abd,5,Baru coba
Ahmad Rezky,1,Kebanyakan iklan dari pada filem nya jelek
Ali,3,Translet indonesia nya selalu bermasalah.
killer7,3,"Min kok film Indonesia di WeTV banyak yang hilang apa di hapus, soalnya terakhir kali saya download WeTV film horor Indonesia era 2000 masih banyak, kok Sekarang cuma dikit."
Neur oglek,1,Saya beli vip kog gak bisa sih
Amel Kurniasih,1,"Aneh ini aplikasi, kmren coba berlangganan yg 3 bulan bisa, trs gk d lanjutin, skrng mau berlangganan lgi gk bisa, reason nya negara tidak sesuai pdhal negara nya udh bner,,"
Vandes Mawuntu,4,When we meet again kapan di indo
Najwa Imut,2,Aku udah lama download aplikasi ini dan dlu ada film2 kolosal yg bisa d tonton kapan aja tapi knapa skrng semuanya harus VIP baru bisa nonton full series
034_Farid Nabil Muzaqi,4,"sedih banget setiap buka wetv selalu ngelag, padahal kalo buka apk yang lain kyk YouTube, viu, bstasion aman-aman aja"
Irman Budi Agung,1,Select order untuk verifikasi mengapa selalu saja salah padahal sudah benar dan gilanya ini berkali kali....sungguh mengerikan kalian
Riskanur Aulia,1,Banya iklan jadi ga enak nontonnya. Subtitle e lama muncul
vzrinne1998 GmailDotcom,1,Gabisa dpt kodenya
Radit Trisyabani,5,Bagus
Gilang Ramadhan,2,"Sinyal bagus pake wifi tapi tetep aja macet macet, perasaan buka aplikasi lain lancar aja, jadi sia sia beli VIP juga gk kepake"
Central Cee,2,"PLEASE ADAIN FITUR BUAT NONTON TRAILER DULU SEBELUM LANGSUNG EPISODE 1 22/10/23 Tampilan aplikasi udah bagus dan mempermudah kami, namun terlalu mengambil untung aplikasi ini dan membuat penonton terganggu. Sudah langganan tapi masih ada iklan kek mana, lalu kalo bisa juga dikasih pilihan nonton trailer dan liat sinopsis dulu baru nonton episode 1."
Seven Teen,2,"Tidak bisa beli vip, selalu error"
Galih Syahputra,5,Aku sudah join VIP Tapi kurang di update dengan serial anime ataupun film indo nya min Lebih bagus lagi klo di tambah fitur audio bahas indo nya min 😂😂suka sih tolong di tingkat kan lagi lah percuma yang di banyakin nya serial korea Mulu yang lain nya dong min😮‍💨😮‍💨 Terus banyakin serial anime nya min Terus one pis cuma mentok disitu aja ga ada perubahan? Sampai sini terimakasih 😂
Kinara Dian,3,"Untuk performa semua nya oke, tapi boleh di upgrade buat penambahan perbesar layar atau yang sering di sebut full screen. sangat risih pas nonton layar nya kebagi sama layar hitam"
Sanjaya For Gaming,4,Hai wetvindonesia! Mohon maaf kenapa film sepuluh ribu dunia yang tadinya minggu-senin keluar 10eps sekarang jadi 2eps di setiap hari minggu? Menurut saya tidak oke karna durasi cuma 9mnt belum kepotong intro awal dan akhir. Mohon di perbaiki seperti dulu. Trimakasih
Petrus Suren,2,👎👎
Vitra Rizky,3,ini aplikasi awal nya bagus saya juga sering join vip tapi sekarang tiba tiba error kalau makek wifi maleh jadi ngeleq padhl wifi saya sinyal nya lgi bagus banget bisa buat YouTube dan aplikasi nonton cuma di aplikasi ini aja yg wifi saya ngeleq bisa di jelasin kenapa ya????????
Reyhan,1,"Aplikasi setan emng,"
31_ Sabtaningrum,2,Kalau buat nonton suka keluar sendiri app nya
Edosat,5,Banyak drama/anime Tiongkok yang sangat bagus
Surahmansyah Rahman,5,Mantap
rolin udin,3,"Ini kan kalau pengguna baru dari harga 39000 diskon jadi 19000, kok diakun saya tampilannya diskon giliran mau beli VIP malah ga diskon, padahal saya pengguna baru"
dudung abdul,1,"pulsa sudah di potong otomatis tapi vip nya ga bisa,parah nh aplikasi"
Asya Putry,1,Nggak puas nonton selalu ada masalah
Niar Ahsan,5,Aplikasi ini bagus kameranya jernih dan dan warna nya pun g terlalu terang👍🏻
Arya Jhe,1,Lagi asik asik nonton Malah keluar sendiri Aplikasi gak jelas
Muhammad Januar Pratama,3,Lagi kenapa ya we tv? Saya udah berlangganan lama tapi pas langganan lagi saldo kepotong tapi di akun blman VIP juga tolong dong
Muhammad Fahri Adha Saputra,1,aupar bau jigong
Jenni Riana putri,1,Terjemahan nya suka ilang (tolong perbaiki)
muhammad sukri,1,Aplikasi menjebak ... Saran saya buat aja semua film atau drama disini Vip semua jadi disaat orang sudah mendownload aplikasi gak kecewa ...
Gun Toro,1,Aplikasi aneh vidio udah di dowload bukanya langsung keputar malah loading kek sinyal buruk dulu mana lama lagi
Septiani Setia Saputri,5,Bagus
ArkaPutra Ramadhan,1,"konten vip semua, dikasih nonton 2 eps sama cuplikan jgn ketipu asli sekalian langganan netflix aja"
Suhadi i,1,"Udah VIP masih ada iklan🗿👍 yang bener aja rugi dong😊sumpah asyu banget udah berhenti langganan malah langganan otomatis baby banget gamau tau iklan nya ilangin langganan nya Gabisa di batalin lagi😭 Minimal Ada Pemberitahuan Lah Saat Langganan Mau Abis Ah Dancok🥹Lumayan Cok 45rb bulan, ini malah 2 bulan gara gara kebeli otomatis😊sumpah kecewa berat"
Vercya,4,"Bagus sih, tapi banyak error nya, orang mau beli VIP yang katanya buat pengguna baru malah gabisa"
Firman Syah,5,Subtitle jelek jarang kluar kenapaa ini
Nouval Allam,5,"Pemakaian mudah, dan bisa sampai 2 devices. Fiturnya juga banyak dan bagus, terutama untuk live chat. Saran, untuk fitur download video supaya ditambahkan pilihan untuk disimpan external memory (sd card)"
Farhad Vanjelo,1,Knp saya tidak bisa mendaftar apa ada saran dan cara vip
Natalia Kolsasi,1,Flmnya seru tapi suka iklan terus
Ronal Ridwan,1,Sangat tidak bagus buruk sekali. Karena bersambung tidak full episode.
Eti Fatimah,2,Lagi seru² nonton tiba² loding ke awal.....
Arys Rame Ngadda,5,Cukup bagus
anya cantik,1,jelek bat njinf
Asland,4,"Halooo Minnn Saran dari Saya apk nya udh bagus, Tapi bisa gak min tambah resolusi 360p Klo emang gak bisa gpp jg min"
Key Olivia,5,Suka🤍🤍
Kesya Kayla Ananda,1,Aplikasi bayar
Lipp Freya,5,Ini Magic Hour ad gk siehh
MUHAMMAD FARID,1,"dikit² iklan dikit² iklann lagi enak nonton iklan semua² aja iklann ,,,jangn d download ni aplikasi jelek....."
zidny albar,1,"daftar eror terus, telkomsel yg bener dong kalau milih aplikasi buat gratisan combo."
randi septian,3,"aplikasi tidak bisa dibuka, padahal saya tidak menginstallnya."
Dari Umah,1,"Ga jelas, malah ada iklan slot nya"
Luna,5,suka sama dramanya
Siti Hadriati,5,Bagus banget banget
Hasrifat Sandi,1,Oiiiiii tolol lu kalo bikin aplikasi jangan boros jaringan.... Jaringannya bagus ngeleg apa lah
Ipat Patmadewi,1,Minta bantuan nya saya daftar untuk berlangganan saldo kepotong 2 kali tapi masih tidak terdaftar langganan gimana minta solusi nya
Santia 000,3,Mau coba dulu aplikasi nya
Sareh Panuntun,4,Kenapa saya sekarang nggak bisa berlangganan ya padahal udah sering baru sekarang nggak bisa ada apa ya
floo,1,"baru download , setiap ganti episode selalu macet tiba"" loading gakjalan, ganggu banget. internet lancar masa macet macet ."
Ainul Ghurri,5,Aplikasi ini sangat berguna
Yoga Pratama,5,apikasi ini sangat bagus untuk nonton drama cina kesukaan ku tapi yg jadi masalah saat nonton kadang² subtitle bahasa indonesia gak muncul otomatis
Jaka Irawan,1,"Apalah guna aplikasi klen ni,ikut VIP malah tayangan film nya lambat,bisa pula tayang di you tube duluan ngapain q perpanjang VIP klen,ikut VIP biar enak nontonnya,malah you tube duluan tayang Bru aplikasi klen,bagus q hapus bagus nonton di you tube aja gak langganan,paok aplikasi klen ni,lelet tayangan nya,bisa pula duluan di you tube"
Edwin Law,5,Yeyeyereeeeee
Ris Jambak RAS,3,Terlalu bnyk episodenya
sᥕᥱᥱt Sunshine69,5,👍👍👍👍👍👍
Eny #85,3,Kenapa saya tidak bisa berlangganan
Kelvin Vin,1,Uda vip login di tv tiap ntn 1episode suruh langganan vip. Jd stiap 1episode hrs ulang scan or login br kedeteksi lagi vip nya di tv. Payahhhh
Tri Wandiyani,4,Ok
Martina Sulastri,2,terlalu sering iklan... udah gitu sekali iklan 4 berturut-turut
dian riska,3,"Udh pake VIP tp ditengah2 video loading terus, pdhal internetnya kenceng, udh bersihkan cache jg, udh restart hp dan aplikasi jg. G ngaruh. Jd males mw langganan lg"
Yusril Fadhli,5,"Keren, Bagus banget, Saran sih lebih banyakin film action dan anime yang keren"
Natia Seridewi,1,Admin WeTV tolong lah iklannya jangan terlalu banyak...!!!!!!!!!!!!!!!!!!!!!!!
ERICK,1,JANGAN PERNAH DOWLOAD APK INI. INI APK SAMPAH
Jasarudin Jasarudin,5,Yasarudin.s. Lahir.1.7.1959. Laki. Islam. Batu.gaja. Air.molek. Wirausaha.
Wira Gaming,1,Apknya bagus tapi saat aku menggunakan wifi kok jaringannya bermasalah padahal saat buka apk lain jaringan stabil aja
Sahrul A praja,5,Sekarang sudah bisa thanks sudah di jawab
Puput Rahayu,5,"Halo ka,maaf saya sudah beli vip 1bln dan kepotong plsa,tapi d aplikasi masa berlaku vip telah berakhir.bagaimna ka,apakah bisa pls kembali"
Rizka Cahya,2,ini gimana yah kok mau berlangganan VIP tapi gabisa malahan ga berfungsi pencet beli sekarang nya juga
Faiz Fatihah,3,saran untuk serial anime jepang nya di update dong masa eps lama smua dan mohon animenya di tambahin
Alvan Dorez,5,Bagus
Fery Vey,2,Kk kenapa ga bisa beli vip
Icha Hidayah,5,Apknya bagus
Rayyan Boy,1,Kenapa Id saya gak bisa beli VIP . Bodoh la orang mau joind gak bisa
Sukma Arsyad,3,"Aduh, 2x saya mengajukan keluhan yang sama (by apk, by pc, saat memakai wetv loading terus menerus selama beberapa hari, dibanding apk streaming yg lain) tapi tidak di proses sama pihak wetv by instagram.. tolong servernya di perbaiki dulu !! Mana udah jadi pelanggan VIP beberapa bln"
Bryan Patrick Tarigan,5,"Perbanyak lagi anime seperti Dunia Roh. Tapi emang the best deh WeTV awalnya cuma mau nonton Drakor kalo gak salah, eh malah suka sama anime China (Donghua) nya. ❤️"
Yamul Alwi,5,"mohon maaf kak, saya ingin nanya apakah langganan nya bisa di batal kan dan dapat mengajukan pengembalian dana kak? dan mohon di bantu untuk pengembalian dana nya kak di karena kan terkait pembayaran yang bukan saya yang menyetujui nya kak"
Reza Rahmad Taupik,5,aplikasi sampah
Rahmatbonbon Bonbon,4,Baru donlod
Lestari Widodo,3,Nyoba
Murni Kong,4,sy senang n puas dgn aplikasi we tv
Dwi Nota,3,"Ga tau knpa kok tiba-tiba video ga bisa diputar. Padahal koneksi bagus. Aneh, udh coba keluar masuk akun, udh coba hapus aplikasi dan download lagi. Tetep aja ga bisa diputar... Huhu mengsad😭"
Eky 2020,5,Sangat memudahkan saya menonton drama atau sangat saya sukai karena membuat menonton itu menyenangkan
Kumala,3,translate nya gampang hilang kenapa yaa min
Anisa Febriyanti,5,Bgus skli minesny iklan mengganggu
Kiatra O02,1,Terlalu lambat respon verifikasi sms
Nurvita Rohmatul Jannah,5,"Thankyou wetv, meskipun lagi gak langganan tetep bisa di download 🥺💕"
Anna Widjaja,2,"Apl sebenernya bagus lancar ga ada kendala tapi bingung setiap mau perpanjang vip selalu ga bisa. Hr ini vip kadaluarsa, mau perpanjang langsung keterangan : anda telah berlangganan tolong jangan mengulangi berlangganan. Jd tiap mau perpanjang ga bisa. Jadi bikin akun baru lagi utk bisa pake vip. Ribet amat, mau minta bantuan juga ga tau kemana. Jd bikin akun baru terus karena ga bisa perpanjang melulu. Jd aku kasih *2 dulu deh. Supaya bisa diperbaiki masalah perpanjangan vip"
The best Four,1,udh vip ngk bisa
Ahmad Afandi,1,Harusnya konfirmasi terlebih dahulu kepada yang bersangkutan (punya akun) masih mau berlangganan atau tidak. Bukan dengan cara main potong saldo Gopay seenaknya. Dan saya berharap saldo Gopay saya dikembalikan dengan segera.
Pebri Anto,5,Oke
Efriandy Andy,1,"Apalah iklan nya, iklan slot (web judi online) kita yang gak sengaja ketekan jadi panik hadeh, padahal saya pengguna vip gak apa-apa iklannya masih ada tapi ini iklan slot? mana kalau gak sengaja ketekan bikin khwatir kalau ada apa-apa, tolonglah iklan yang sudah dilaporkan ditinjau benar-benar. SEKALI LAGI BIKIN RISIH IKLAN KAYAK GITU!!!"
Hallo Mia,2,Tlong dong kualitas nya lebih bagus. Habis di perbarui jdi Lola.😤😤
Dendra Afriansyah,1,"Saldo sudah d potong, vip nyh tidak aktif, Penyelseain rumit,"
Rafardhan Athalla,1,Belom di coba eh downloadnya lama banget
Prabu Production,5,Aplikasi yang sangat menarik untuk menonton film dengan biaya yang terjangkau
Y Oo,5,"good app, tq weTV"
Reski Rosali,4,"Saran untuk sensitivitas dari pengendalian suara dan pencahayaan saat di mode layar penuh sangat tinggi, yang tadinya mau sekedar menggeser turun bar notifikasi handphone malah terbaca sebagai pengurangan suara ataupun cahaya"
Ivan Angel,2,"Sudah beli vip, tapi g bisa nonton vip.. di tv.. hancur"
Adibah Nurul,1,Aplikasi ini tidak bagus aku cari hidden love tidak ada 👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻
Jaya Pratama,2,Gatau apa2 apk udh di uninstall kenapa saldo dsna saya terpotong otomatis
Rina Rahayu,5,"saya sudah membeli paket VIP 1bulan, tapi sampai saat ini paket nya tidak bisa di gunakan"
VIKTOR MIKHA,1,Apl jelek 👹👺👹👺
Yolanda Manalu,3,We tv upload video jepang romantis gratisan
oneg bizzle,1,"apk khusus premium, gratisan terlalu banyak iklan...."
Putri Harianja,5,Di aplikasi ini saya jadi suka nonton drama di mana pun saya berada praktisi lagi🥰
Irma Sari,3,terjemahan video yang sudah di download nya hilang tolong di perbaiki
Yulianti Ndepi,3,Sangat menyenangkan
arifzrd chanel,1,Aplikasi buruk login gak bisa2 verivikasi percuma dpet pket nonton
Muhammad Barkah,2,Aplikasi nya bagus sih cuman video nya kadang patah patah saat kita mulai pencet tonton
Regina,5,"Kenapa pas nonton tuh selalu tiba² loading, dan tiba² macet² yah, biasa nya gak pernah begitu, loading doang karna sinyal, tapi ini lebih sering loading dan macet², kalo di klik keluar balik ke menu awal gitu terus"
Graziella .S,5,Walaupun kata orang orang banyak iklan nya but it's ok karena kita nonton secara gratis jadi bagus la pokoknya aplikasi terbaik deh
Novika Damayanti,3,Halo ka...saya mau berlanggan VIP ko gcx bisa ya...??
Gleen Manurung,2,Ini suka buffering sendiri padahal jaringan bagus mau habis internet saya ini mah
Anging Mina,3,Mengapa saya mau beli vip tp gak bisa ngimana caranya
Adi Saepudin,5,Kualitas bagus apk ini sangat bagus
Anam 13,1,"Saya sudah bayar VPN tapi kok ga masuk"" ya"
vandy pras,1,memasukan nomor di suruh verifikasi terus bolal balik...milih gambar tidak kelar2...daftar pakai email..masukin nomor sudah terdaftar....sampah
Andy Eko,5,Wokay... Hiburan yg menyenangkan... Di sela pekerjaan yg membosankan..
Simbez Castinger,1,suka diutak utik jadi error...masa semua berbayar...aplikasi apaan nih
Iwin Winata,5,"anime donghua episodenya gak lengkap, tolong di lengkapi dong pihak wetv biar semangat ni kalo beli vip"
Gracia,5,Aplikasi ini sagat bagus
Nurani Rani,3,Mntp knp Sik sll Tek it ya sll ilang .sbel bnget
Yossa Engki,5,Good
Andri Nugraha,5,wahh..... Sesru bgtt sumpah. Dan pass aku Download itu cepet bgt walau pub kuota aku sedikit hhe. =)🚬😅😅😃
ThyAdSa Channel,1,Subtitle nya sering tidak muncul
biskut jam,1,KENAPA HARUS VIP KALO MAU NONTON SEMUA EPISODE!!
muhammad bukhori,4,"Beli vc wetv tapi tidak bisa digunakan,disuruh ulangi beberapa saat....kenapa ya???saya coba sudah puluhan kali dalam 2 hari tapi masih sama... Bisa tolong dibantu"
